"Submitted","HTML Block","第一部分：基本資料","1.單位名稱","2.單位總員工人數","3.工程領域","點選說明","其他，請說明","第二部分：工程與科技領域從業人員統計","1.	員工人數：（請依人員之專長領域填寫對應欄位之員工人數）","男性專任人數","土木營建領域專長 男性 專任 人數","建築、都市規劃領域專長 男性 專任 人數","電子電機領域專長 男性 專任 人數","資訊通訊領域專長 男性 專任 人數","化工材料領域專長 男性 專任 人數","生技醫工領域專長 男性 專任 人數","環工綠能領域專長 男性 專任 人數","機械領域專長 男性 專任 人數","其他領域專長 男性 專任 人數","非工程與科技領域專長 男性 專任 人數","女性專任人數","土木營建領域專長 女性 專任 人數","建築、都市規劃領域專長 女性 專任 人數","電子電機領域專長 女性 專任 人數","資訊通訊領域專長 女性 專任 人數","化工材料領域專長 女性 專任 人數","生技醫工領域專長 女性 專任 人數","環工綠能領域專長 女性 專任 人數","機械領域專長 女性 專任 人數","其他領域專長 女性 專任 人數","非工程與科技領域專長 女性 專任 人數","2.各領域專長人員","(1) 年資分布情形：","土木營建領域專長 男性 人數","服務年資1~5年","服務年資6~10年","服務年資11~15年","服務年資16~20年","服務年資21~25年","服務年資25年以上","土木營建領域專長 女性 人數","建築、都市規劃部門 - 男性","建築、都市規劃部門 - 女性","電子電機部門 - 男性","電子電機部門 - 女性","資訊通訊部門 - 男性","資訊通訊部門 - 女性","化工材料部門 - 男性","化工材料部門 - 女性","生技醫工部門 - 男性","生技醫工部門 - 女性","環工綠能部門 - 男性","環工綠能部門 - 女性","機械部門 - 男性","機械部門 - 女性","其他部門 - 男性","其他部門 - 女性","(2) 管理職人員年資分布情形：","土木營建領域專長 男性 管理職 人數","管理職年資1~5年","管理職年資6~10年","管理職年資11~15年","管理職年資16~20年","管理職年資21~25年","管理職年資25年以上","土木營建領域專長 女性 管理職 人數","建築、都市規劃領域專長 男性 管理職 人數","建築、都市規劃領域專長 女性 管理職 人數","電子電機領域專長 男性 管理職 人數","電子電機領域專長 女性 管理職 人數","資訊通訊領域專長 男性 管理職 人數","資訊通訊領域專長 女性 管理職 人數","化工材料領域專長 男性 管理職 人數","化工材料領域專長 女性 管理職 人數","生技醫工領域專長 男性 管理職 人數","生技醫工領域專長 女性 管理職 人數","環工綠能領域專長 男性 管理職 人數","環工綠能領域專長 女性 管理職 人數","機械領域專長 男性 管理職 人數","機械領域專長 女性 管理職 人數","其他領域專長 男性 管理職 人數","其他領域專長 女性 管理職 人數","(3)各階管理職人員人數：","初階管理職","土木營建領域專長 男性 初階管理職 人數","35歲以下","36-45歲","46-55歲","56-65歲","66歲以上","土木營建領域專長 女性 初階管理職 人數","建築、都市規劃領域專長 男性 初階管理職 人數","建築、都市規劃領域專長 女性 初階管理職 人數","65歲以上","電子電機領域專長 男性 初階管理職 人數","電子電機領域專長 女性 初階管理職 人數","資訊通訊領域專長 男性 初階管理職 人數","資訊通訊領域專長 女性 初階管理職 人數","化工材料領域專長 男性 初階管理職 人數","化工材料領域專長 女性 初階管理職 人數","生技醫工領域專長 男性 初階管理職 人數","生技醫工領域專長 女性 初階管理職 人數","環工綠能領域專長 男性 初階管理職 人數","環工綠能領域專長 女性 初階管理職 人數","機械領域專長 男性 初階管理職 人數","機械領域專長 女性 初階管理職 人數","其他領域專長 男性 初階管理職 人數","其他領域專長 女性 初階管理職 人數","中階管理職","土木營建領域專長 男性 中階管理職 人數","土木營建領域專長 女性 中階管理職 人數","建築、都市規劃領域專長 男性 中階管理職 人數","建築、都市規劃領域專長 女性 中階管理職 人數","電子電機領域專長 男性 中階管理職 人數","電子電機領域專長 女性 中階管理職 人數","資訊通訊領域專長 男性 中階管理職 人數","資訊通訊領域專長 女性 中階管理職 人數","化工材料領域專長 男性 中階管理職 人數","化工材料領域專長 女性 中階管理職 人數","生技醫工領域專長 男性 中階管理職 人數","生技醫工領域專長 女性 中階管理職 人數","環工綠能領域專長 男性 中階管理職 人數","環工綠能領域專長 女性 中階管理職 人數","機械領域專長 男性 中階管理職 人數","機械領域專長 女性 中階管理職 人數","其他領域專長 男性 中階管理職 人數","其他領域專長 女性 中階管理職 人數","高階管理職","土木營建領域專長 男性 高階管理職 人數","土木營建領域專長 女性 高階管理職 人數","建築、都市規劃領域專長 男性 高階管理職 人數","建築、都市規劃領域專長 女性 高階管理職 人數","電子電機領域專長 男性 高階管理職 人數","45-55歲","電子電機領域專長 女性 高階管理職 人數","資訊通訊領域專長 男性 高階管理職 人數","資訊通訊領域專長 女性 高階管理職 人數","化工材料領域專長 男性 高階管理職 人數","化工材料領域專長 女性 高階管理職 人數","生技醫工領域專長 男性 高階管理職 人數","生技醫工領域專長 女性 高階管理職 人數","環工綠能領域專長 男性 高階管理職 人數","環工綠能領域專長 女性 高階管理職 人數","機械領域專長 男性 高階管理職 人數","機械領域專長 女性 高階管理職 人數","其他領域專長 男性 高階管理職 人數","其他領域專長 女性 高階管理職 人數","(4)各階專業職級人員人數：","初階專業職級","土木營建領域專長 男性 初階專業職級 人數","土木營建領域專長 女性 初階專業職級 人數","建築、都市規劃領域專長 男性 初階專業職級 人數","建築、都市規劃領域專長 女性 初階專業職級 人數","電子電機領域專長 男性 初階專業職級 人數","電子電機領域專長 女性 初階專業職級 人數","資訊通訊領域專長 男性 初階專業職級 人數","資訊通訊領域專長 女性 初階專業職級 人數","化工材料領域專長 男性 初階專業職級 人數","化工材料領域專長 女性 初階專業職級 人數","生技醫工領域專長 男性 初階專業職級 人數","生技醫工領域專長 女性 初階專業職級 人數","環工綠能領域專長 男性 初階專業職級 人數","環工綠能領域專長 女性 初階專業職級 人數","機械領域專長 男性 初階專業職級 人數","機械領域專長 女性 初階專業職級 人數","其他領域專長 男性 初階專業職級 人數","其他領域專長 女性 初階專業職級 人數","中階專業職級","土木營建領域專長 男性 中階專業職級 人數","土木營建領域專長 女性 中階專業職級 人數","建築、都市規劃領域專長 男性 中階專業職級 人數","建築、都市規劃領域專長 女性 中階專業職級 人數","電子電機領域專長 男性 中階專業職級 人數","電子電機領域專長 女性 中階專業職級 人數","資訊通訊領域專長 男性 中階專業職級 人數","資訊通訊領域專長 女性 中階專業職級 人數","化工材料領域專長 男性 中階專業職級 人數","36歲以下","化工材料領域專長 女性 中階專業職級 人數","生技醫工領域專長 男性 中階專業職級 人數","生技醫工領域專長 女性 中階專業職級 人數","環工綠能領域專長 男性 中階專業職級 人數","環工綠能領域專長 女性 中階專業職級 人數","機械領域專長 男性 中階專業職級 人數","機械領域專長 女性 中階專業職級 人數","其他領域專長 男性 中階專業職級 人數","其他領域專長 女性 中階專業職級 人數","高階專業職級","土木營建領域專長 男性 高階專業職級 人數","土木營建領域專長 女性 高階專業職級 人數","建築、都市規劃領域專長 男性 高階專業職級 人數","建築、都市規劃領域專長 女性 高階專業職級 人數","電子電機領域專長 男性 高階專業職級 人數","電子電機領域專長 女性 高階專業職級 人數","資訊通訊領域專長 男性 高階專業職級 人數","資訊通訊領域專長 女性 高階專業職級 人數","化工材料領域專長 男性 高階專業職級 人數","化工材料領域專長 女性 高階專業職級 人數","生技醫工領域專長 男性 高階專業職級 人數","生技醫工領域專長 女性 高階專業職級 人數","環工綠能領域專長 男性 高階專業職級 人數","環工綠能領域專長 女性 高階專業職級 人數","機械領域專長 男性 高階專業職級 人數","機械領域專長 女性 高階專業職級 人數","其他領域專長 男性 高階專業職級 人數","其他領域專長 女性 高階專業職級 人數","第三部分：性別相關福利措施，以及轉入工程與科技領域之案例","1. 過去三年間貴單位獲准之育嬰留職停薪人次","男性","106年 請假人次","107年  請假人次","108年 請假人次","女性","106年  請假人次","108年  請假人次","2. 過去三年間貴單位獲准之家庭照謢假人次","3.請勾選貴單位已實施之福利措施，","可複選：","請問哺集乳室共設有幾處？","請說明其他 :","4.貴單位是否有非工程與科技領域背景人員轉任工程職務之事例：","請選擇:","(a) 請問此轉任情況是否是少數個案？","(b) 貴單位是否有鼓勵轉任之機制？若有請說明","5.該少數個案事例：（若有多人請分別填寫）","第一人","1-1. 該轉任是否於貴單位服務期間發生？","1-2 現任工程職務為：","1-3	原專長領域為：","1-4 此轉任事例已於現職服務幾年?","是否有下一位?","第二人","2-1. 該轉任是否於貴單位服務期間發生？","2-2 現任工程職務為：","2-3	原專長領域為：","2-4 此轉任事例已於現職服務幾年?","是否有下一位??","第三人","3-1. 該轉任是否於貴單位服務期間發生？","3-2 現任工程職務為：","3-3	原專長領域為：","3-4 此轉任事例已於現職服務幾年?","是否有下一位??..","第四人","4-1. 該轉任是否於貴單位服務期間發生？","4-2 現任工程職務為：","4-3	原專長領域為：","4-4 此轉任事例已於現職服務幾年?","Submitted Login","Submitted From",
"2019-10-05 03:30:12 +00:00","","","公路總局第四區養護工程處花蓮工務段","31","土木營建,機械","","","","","","18","","","","","","","4","","","","3","","","","","","","6","","","","","","2","2","2","3","3","10","","","","","","","","","","","","","","","","","","","","1","4","","","","","","","","","","","","","","","","","","","","","","","","","1","1","3","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）,育兒津貼,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.184",
"2019-10-05 03:11:01 +00:00","","","公路總局第二區養護工程處信義工務段","30","土木營建,機械","","","","","","18","","","","","","","1","","6","","1","","","","","","","0","","4","","","","5","1","","2","","10","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-10-05 02:47:51 +00:00","","","交通部公路總局蘇花公路改善工程處南澳工務段","6","土木營建","","","","","","4","","","","","","","","","0","","1","","","","","","","","","1","","","","","1","1","","","2","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-10-05 02:46:56 +00:00","","","交通部公路總局第一區養護工程處基隆工務段","11","土木營建","","","","","","11","","","","","","","","","0","","0","","","","","","","","","0","","","","4","2","3","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-10-05 02:24:38 +00:00","","","新化","35","土木營建","","","","","","22","","","","","","","","","6","","1","","","","","","","","","6","","","","1","","2","2","11","6","","","","","","","","","","","","","","","","","","","","0","","1","","","1","","","","","","","","","","","","","","","","","","","","","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）,托兒服務（指設有收托二歲至六歲兒童之服務機構）,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-10-05 01:40:41 +00:00","","","交通部公路總局第一區養護工程處新竹工務段","20","土木營建","","","","","","7","","","","","","","","","10","","2","","","","","","","","","1","","","","2","","","1","10","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-10-05 01:36:04 +00:00","","","埔里工務段","32","土木營建","","","","","","18","","","","","","","","","8","","3","","","","","","","","","3","","","","5","6","2","","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-10-05 01:35:32 +00:00","","","交通部公路總局第三區養護工程處甲仙工務段","33人","土木營建","","","","","","19人","","","","","","","","","8人","","1人","","","","","","","","","5人","","","","6人","2人","1人","7人","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.183",
"2019-10-04 10:05:23 +00:00","","","交通部公路總局第一區養護工程處復興工務段","21","土木營建,機械","","","","","","9","","","","","","","2","","7","","0","","","","","","","0","","3","","","","2","3","0","1","0","3","","","","","","","","","","","","","","","","","","","","1","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-10-04 09:14:48 +00:00","","","西濱北工處第七工務段","11","土木營建","","","","","","7","","","","","","","","","0","","2","","","","","","","","","2","","","","1","","","7","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 08:48:50 +00:00","","","交通部公路 交通部公路總局第二區養護工程處南投工務段 總局第二區養護工程處南投工務段","40","土木營建","","","","","","19","","","","","","","","","14","","2","","","","","","","","","5","","","","2","","19","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.182",
"2019-10-04 08:45:33 +00:00","","","交通部公路總局第一區養護工程處中壢工務段","39","土木營建","","","","","","14","","","","","","","","","14","","6","","","","","","","","","5","","","","3","2","","","5","4","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","1","2","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","女性生理假（不扣薪）","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.181",
"2019-10-04 07:00:59 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第三工務段","8","土木營建","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","2","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","3","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 06:41:59 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第二工務段","6","土木營建","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","3","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 06:14:19 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第四工務段","5","土木營建","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","2","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","2","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 06:05:38 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第五工務段","4","土木營建","","","","","","3","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 05:56:41 +00:00","","","交通部公路總局第三區養護工程處高雄工務段","32人","其他","","行政人員","","","","","","","","","","","","12人","11人","","","","","","","","","","1","8","","","","2","0","0","2","5","9","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","5","10","8","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.183",
"2019-10-04 04:03:16 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第六工務段","5","土木營建","","","","","","4","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 03:58:07 +00:00","","","公路總局第五區養護工程處水上工務段","33","土木營建","","","","","","12","","","","","","","","","15","","2","","","","","","","","","4","","","","1","1","3","1","4","2","","","","","","","","","","","","","","","","","","","","0","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","其他","","無","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.185",
"2019-10-04 03:42:54 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第七工務段","3","土木營建","","","","","","2","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 03:10:04 +00:00","","","test","23","土木營建","","","","","","12","","","","","","","","","1","","4","","","","","","","","","2","","","","2","1","3","2","3","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","哺集乳室,女性生理假（不扣薪）,育兒津貼,（因照顧家庭因素可申請）彈性工時","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.202",
"2019-10-04 03:06:47 +00:00","","","交通部公路總局第一區養護工程處工務科","18人","土木營建","","","","","","10","","","","","","","","","1","","3","","","","","","","","","4","","","","不知道","不知道","不知道","不知道","不知道","不知道","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室","1","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.201",
"2019-10-04 02:40:11 +00:00","","","交通部公路總局蘇花公路改善工程處蘇澳工務段","8","電子電機,機械","","","","","","","","5","","","","","3","","","","","","","","","","","","","","","","","4","2","","","1","1","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.217",
"2019-10-04 02:37:27 +00:00","","","交通部公路總局西部濱海公路北區臨時工程處第一工務段","2","土木營建","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.214",
"2019-10-04 02:19:35 +00:00","","","西部濱海公路南區臨時工程處第六工務段","11","土木營建","","","","","","6","","","","","","","","","1","","2","","","","","","","","","2","","","","1","1","3","2","","1","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","1","","","女性生理假（不扣薪）,（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","否","","","","","","","","","","","","","","","","","","","210.69.58.216",
"2019-10-04 02:08:06 +00:00","","","工務科","18","土木營建","","","","","","10","","","","","","","","","1","","3","","","","","","","","","4","","","","不知道","不知道","不知道","不知道","不知道","不知道","","","","","","","","","","","","","","","","","","","","不知道","不知道","不知道","不知道","不知道","不知道","","","","","","","","","","","","","","","","","","","","","不知道","不知道","不知道","不知道","不知道","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","哺集乳室,女性生理假（不扣薪）","1","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.201",
"2019-10-04 01:50:28 +00:00","","","交通部公路總局西部濱海公路南區臨時工程處第五工務段","13","土木營建","","","","","","11","","","","","","","","","0","","1","","","","","","","","","1","","","","2","0","0","0","5","4","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","0","0","","","（因照顧家庭因素可申請）彈性工時","","","","否，問卷結束","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.69.58.216",
